as_of_year,respondent_id,agency_name,agency_abbr,agency_code,loan_type_name,loan_type,property_type_name,property_type,loan_purpose_name,loan_purpose,owner_occupancy_name,owner_occupancy,loan_amount_000s,preapproval_name,preapproval,action_taken_name,action_taken,msamd_name,msamd,state_name,state_abbr,state_code,county_name,county_code,census_tract_number,applicant_ethnicity_name,applicant_ethnicity,co_applicant_ethnicity_name,co_applicant_ethnicity,applicant_race_name_1,applicant_race_1,applicant_race_name_2,applicant_race_2,applicant_race_name_3,applicant_race_3,applicant_race_name_4,applicant_race_4,applicant_race_name_5,applicant_race_5,co_applicant_race_name_1,co_applicant_race_1,co_applicant_race_name_2,co_applicant_race_2,co_applicant_race_name_3,co_applicant_race_3,co_applicant_race_name_4,co_applicant_race_4,co_applicant_race_name_5,co_applicant_race_5,applicant_sex_name,applicant_sex,co_applicant_sex_name,co_applicant_sex,applicant_income_000s,purchaser_type_name,purchaser_type,denial_reason_name_1,denial_reason_1,denial_reason_name_2,denial_reason_2,denial_reason_name_3,denial_reason_3,rate_spread,hoepa_status_name,hoepa_status,lien_status_name,lien_status,edit_status_name,edit_status,sequence_number,population,minority_population,hud_median_family_income,tract_to_msamd_income,number_of_owner_occupied_units,number_of_1_to_4_family_units,application_date_indicator
2017,501105,Consumer Financial Protection Bureau,CFPB,9,Conventional,1,One-to-four family dwelling (other than manufactured housing),1,Home purchase,1,Owner-occupied as a principal dwelling,1,8,Preapproval was not requested,2,Loan originated,1,"Albany, Schenectady, Troy - NY",10580,New York,NY,36,Albany County,1,133,Not Hispanic or Latino,2,No co-applicant,5,White,5,,,,,,,,,No co-applicant,8,,,,,,,,,Female,2,No co-applicant,5,47,"Commercial bank, savings bank or savings association",6,,,,,,,,Not a HOEPA loan,2,Secured by a subordinate lien,2,,,,4845,24.20999908,83100,78.63999939,944,1812,
2017,722777,Consumer Financial Protection Bureau,CFPB,9,Conventional,1,One-to-four family dwelling (other than manufactured housing),1,Home purchase,1,Owner-occupied as a principal dwelling,1,748,Not applicable,3,Loan originated,1,"New York, Jersey City, White Plains - NY, NJ",35614,New York,NY,36,Queens County,81,285,Not Hispanic or Latino,2,Not Hispanic or Latino,2,American Indian or Alaska Native,1,,,,,,,,,American Indian or Alaska Native,1,,,,,,,,,Female,2,Male,1,210,Loan was not originated or was not sold in calendar year covered by register,0,,,,,,,,Not a HOEPA loan,2,Secured by a first lien,1,,,,5120,63.27999878,73700,92.59999847,939,241,
2017,68-0309242,Department of Housing and Urban Development,HUD,7,Conventional,1,One-to-four family dwelling (other than manufactured housing),1,Home purchase,1,Owner-occupied as a principal dwelling,1,350,Preapproval was not requested,2,Loan originated,1,"Nassau County, Suffolk County - NY",35004,New York,NY,36,Nassau County,59,4149,Not Hispanic or Latino,2,No co-applicant,5,White,5,,,,,,,,,No co-applicant,8,,,,,,,,,Female,2,No co-applicant,5,256,Fannie Mae (FNMA),1,,,,,,,,Not a HOEPA loan,2,Secured by a first lien,1,,,,7368,22.27000046,110800,105.6699982,1963,2224,
2017,476810,Consumer Financial Protection Bureau,CFPB,9,Conventional,1,One-to-four family dwelling (other than manufactured housing),1,Home purchase,1,Owner-occupied as a principal dwelling,1,198,Preapproval was requested,1,Loan originated,1,"New York, Jersey City, White Plains - NY, NJ",35614,New York,NY,36,Queens County,81,287,Not Hispanic or Latino,2,No co-applicant,5,White,5,,,,,,,,,No co-applicant,8,,,,,,,,,Male,1,No co-applicant,5,63,Affiliate institution,8,,,,,,,,Not a HOEPA loan,2,Secured by a first lien,1,,,,6423,67.12999725,73700,100.2300034,890,179,
2017,27-1365466,National Credit Union Administration,NCUA,5,Conventional,1,One-to-four family dwelling (other than manufactured housing),1,Home purchase,1,Owner-occupied as a principal dwelling,1,153,Not applicable,3,Loan originated,1,"Albany, Schenectady, Troy - NY",10580,New York,NY,36,Albany County,1,19.02,Not Hispanic or Latino,2,Not Hispanic or Latino,2,White,5,,,,,,,,,White,5,,,,,,,,,Female,2,Male,1,102,Loan was not originated or was not sold in calendar year covered by register,0,,,,,,,,Not a HOEPA loan,2,Secured by a first lien,1,,,,2720,11.35999966,83100,106.2300034,1131,1231,
2017,112837,Consumer Financial Protection Bureau,CFPB,9,Conventional,1,One-to-four family dwelling (other than manufactured housing),1,Home purchase,1,Owner-occupied as a principal dwelling,1,310,Not applicable,3,Loan originated,1,"New York, Jersey City, White Plains - NY, NJ",35614,New York,NY,36,Queens County,81,287,Not Hispanic or Latino,2,Not Hispanic or Latino,2,White,5,,,,,,,,,White,5,,,,,,,,,Male,1,Female,2,65,Fannie Mae (FNMA),1,,,,,,,,Not a HOEPA loan,2,Secured by a first lien,1,,,,6423,67.12999725,73700,100.2300034,890,179,
2017,852218,Consumer Financial Protection Bureau,CFPB,9,Conventional,1,One-to-four family dwelling (other than manufactured housing),1,Home purchase,1,Owner-occupied as a principal dwelling,1,155,Not applicable,3,Loan originated,1,"New York, Jersey City, White Plains - NY, NJ",35614,New York,NY,36,Queens County,81,285,Not Hispanic or Latino,2,No co-applicant,5,Black or African American,3,,,,,,,,,No co-applicant,8,,,,,,,,,Female,2,No co-applicant,5,90,Fannie Mae (FNMA),1,,,,,,,,Not a HOEPA loan,2,Secured by a first lien,1,,,,5120,63.27999878,73700,92.59999847,939,241,
2017,26-0595342,Department of Housing and Urban Development,HUD,7,Conventional,1,One-to-four family dwelling (other than manufactured housing),1,Home purchase,1,Owner-occupied as a principal dwelling,1,178,Preapproval was not requested,2,Loan originated,1,Binghamton - NY,13780,New York,NY,36,Broome County,7,127.02,Not Hispanic or Latino,2,No co-applicant,5,White,5,,,,,,,,,No co-applicant,8,,,,,,,,,Male,1,No co-applicant,5,65,Fannie Mae (FNMA),1,,,,,,,,Not a HOEPA loan,2,Secured by a first lien,1,,,,4880,6.230000019,65700,123.9400024,1730,2069,
2017,57-1175755,Department of Housing and Urban Development,HUD,7,Conventional,1,One-to-four family dwelling (other than manufactured housing),1,Home purchase,1,Owner-occupied as a principal dwelling,1,384,Preapproval was not requested,2,Loan originated,1,"New York, Jersey City, White Plains - NY, NJ",35614,New York,NY,36,Queens County,81,285,Not Hispanic or Latino,2,Hispanic or Latino,1,White,5,,,,,,,,,White,5,,,,,,,,,Male,1,Female,2,105,"Commercial bank, savings bank or savings association",6,,,,,,,,Not a HOEPA loan,2,Secured by a first lien,1,,,,5120,63.27999878,73700,92.59999847,939,241,
2017,58181,Federal Deposit Insurance Corporation,FDIC,3,Conventional,1,One-to-four family dwelling (other than manufactured housing),1,Home purchase,1,Owner-occupied as a principal dwelling,1,350,Not applicable,3,Loan originated,1,"Nassau County, Suffolk County - NY",35004,New York,NY,36,Nassau County,59,5195,Not Hispanic or Latino,2,No co-applicant,5,Asian,2,,,,,,,,,No co-applicant,8,,,,,,,,,Female,2,No co-applicant,5,70,Loan was not originated or was not sold in calendar year covered by register,0,,,,,,,2.34,Not a HOEPA loan,2,Secured by a first lien,1,,,,6132,38.97999954,110800,95.98999786,1766,1986,
2017,451965,Consumer Financial Protection Bureau,CFPB,9,Conventional,1,One-to-four family dwelling (other than manufactured housing),1,Home purchase,1,Owner-occupied as a principal dwelling,1,190,Not applicable,3,Loan originated,1,"New York, Jersey City, White Plains - NY, NJ",35614,New York,NY,36,Queens County,81,285,Hispanic or Latino,1,No co-applicant,5,White,5,,,,,,,,,No co-applicant,8,,,,,,,,,Female,2,No co-applicant,5,82,Fannie Mae (FNMA),1,,,,,,,,Not a HOEPA loan,2,Secured by a first lien,1,,,,5120,63.27999878,73700,92.59999847,939,241,
2017,26-0595342,Department of Housing and Urban Development,HUD,7,Conventional,1,One-to-four family dwelling (other than manufactured housing),1,Home purchase,1,Owner-occupied as a principal dwelling,1,100,Preapproval was not requested,2,Loan originated,1,,,New York,NY,36,Chautauqua County,13,372,Not Hispanic or Latino,2,No co-applicant,5,White,5,,,,,,,,,No co-applicant,8,,,,,,,,,Female,2,No co-applicant,5,44,Fannie Mae (FNMA),1,,,,,,,,Not a HOEPA loan,2,Secured by a first lien,1,,,,3450,5.679999828,62500,120.8300018,1167,1558,
2017,26-4599244,Department of Housing and Urban Development,HUD,7,Conventional,1,One-to-four family dwelling (other than manufactured housing),1,Home purchase,1,Owner-occupied as a principal dwelling,1,399,Not applicable,3,Loan originated,1,"New York, Jersey City, White Plains - NY, NJ",35614,New York,NY,36,Queens County,81,285,Not Hispanic or Latino,2,No co-applicant,5,Asian,2,,,,,,,,,No co-applicant,8,,,,,,,,,Female,2,No co-applicant,5,185,"Life insurance company, credit union, mortgage bank, or finance company",7,,,,,,,,Not a HOEPA loan,2,Secured by a first lien,1,,,,5120,63.27999878,73700,92.59999847,939,241,
2017,698,Federal Deposit Insurance Corporation,FDIC,3,Conventional,1,One-to-four family dwelling (other than manufactured housing),1,Home purchase,1,Owner-occupied as a principal dwelling,1,100,Not applicable,3,Loan originated,1,,,New York,NY,36,Delaware County,25,9703,Not Hispanic or Latino,2,No co-applicant,5,White,5,,,,,,,,,No co-applicant,8,,,,,,,,,Male,1,No co-applicant,5,53,Loan was not originated or was not sold in calendar year covered by register,0,,,,,,,,Not a HOEPA loan,2,Secured by a first lien,1,,,,2195,2.819999933,62500,108.0100021,765,1438,
2017,817824,Consumer Financial Protection Bureau,CFPB,9,Conventional,1,One-to-four family dwelling (other than manufactured housing),1,Home purchase,1,Owner-occupied as a principal dwelling,1,825,Preapproval was not requested,2,Loan originated,1,"New York, Jersey City, White Plains - NY, NJ",35614,New York,NY,36,New York County,61,115,Not Hispanic or Latino,2,No co-applicant,5,Asian,2,,,,,,,,,No co-applicant,8,,,,,,,,,Male,1,No co-applicant,5,167,Loan was not originated or was not sold in calendar year covered by register,0,,,,,,,,Not a HOEPA loan,2,Secured by a first lien,1,,,,3035,59.50999832,73700,196.2100067,267,153,
2017,13-3753941,Department of Housing and Urban Development,HUD,7,Conventional,1,One-to-four family dwelling (other than manufactured housing),1,Home purchase,1,Owner-occupied as a principal dwelling,1,128,Not applicable,3,Loan originated,1,"New York, Jersey City, White Plains - NY, NJ",35614,New York,NY,36,Bronx County,5,421,"Information not provided by applicant in mail, Internet, or telephone application",3,No co-applicant,5,"Information not provided by applicant in mail, Internet, or telephone application",6,,,,,,,,,No co-applicant,8,,,,,,,,,Male,1,No co-applicant,5,39,"Life insurance company, credit union, mortgage bank, or finance company",7,,,,,,,,Not a HOEPA loan,2,Secured by a first lien,1,,,,5654,91.86000061,73700,52.31999969,56,81,
2017,112837,Consumer Financial Protection Bureau,CFPB,9,Conventional,1,One-to-four family dwelling (other than manufactured housing),1,Home purchase,1,Owner-occupied as a principal dwelling,1,880,Not applicable,3,Loan originated,1,"Nassau County, Suffolk County - NY",35004,New York,NY,36,Nassau County,59,4065.01,Not Hispanic or Latino,2,Not Hispanic or Latino,2,White,5,,,,,,,,,White,5,,,,,,,,,Male,1,Female,2,283,Loan was not originated or was not sold in calendar year covered by register,0,,,,,,,,Not a HOEPA loan,2,Secured by a first lien,1,,,,6702,5.449999809,110800,188.9900055,2084,2062,
2017,58181,Federal Deposit Insurance Corporation,FDIC,3,Conventional,1,One-to-four family dwelling (other than manufactured housing),1,Home purchase,1,Owner-occupied as a principal dwelling,1,275,Not applicable,3,Loan originated,1,"New York, Jersey City, White Plains - NY, NJ",35614,New York,NY,36,Queens County,81,283,Not Hispanic or Latino,2,No co-applicant,5,Asian,2,,,,,,,,,No co-applicant,8,,,,,,,,,Female,2,No co-applicant,5,78,Loan was not originated or was not sold in calendar year covered by register,0,,,,,,,2.64,Not a HOEPA loan,2,Secured by a first lien,1,,,,7318,80.44999695,73700,77.36000061,981,108,
2017,5588,National Credit Union Administration,NCUA,5,Conventional,1,One-to-four family dwelling (other than manufactured housing),1,Home purchase,1,Owner-occupied as a principal dwelling,1,495,Not applicable,3,Loan originated,1,"New York, Jersey City, White Plains - NY, NJ",35614,New York,NY,36,Queens County,81,283,Not Hispanic or Latino,2,Not Hispanic or Latino,2,White,5,,,,,,,,,White,5,,,,,,,,,Female,2,Male,1,190,Loan was not originated or was not sold in calendar year covered by register,0,,,,,,,,Not a HOEPA loan,2,Secured by a first lien,1,,,,7318,80.44999695,73700,77.36000061,981,108,
2017,7197000003,Department of Housing and Urban Development,HUD,7,Conventional,1,One-to-four family dwelling (other than manufactured housing),1,Home purchase,1,Not owner-occupied as a principal dwelling,2,656,Preapproval was not requested,2,Loan originated,1,"New York, Jersey City, White Plains - NY, NJ",35614,New York,NY,36,Kings County,47,347,"Information not provided by applicant in mail, Internet, or telephone application",3,No co-applicant,5,"Information not provided by applicant in mail, Internet, or telephone application",6,,,,,,,,,No co-applicant,8,,,,,,,,,"Information not provided by applicant in mail, Internet, or telephone application",3,No co-applicant,5,149,Loan was not originated or was not sold in calendar year covered by register,0,,,,,,,,Not a HOEPA loan,2,Secured by a first lien,1,,,,3326,98.73999786,73700,57.75,158,531,
2017,852218,Consumer Financial Protection Bureau,CFPB,9,Conventional,1,One-to-four family dwelling (other than manufactured housing),1,Home purchase,1,Owner-occupied as a principal dwelling,1,189,Not applicable,3,Loan originated,1,"New York, Jersey City, White Plains - NY, NJ",35614,New York,NY,36,Queens County,81,283,Not Hispanic or Latino,2,Not Hispanic or Latino,2,White,5,,,,,,,,,"Information not provided by applicant in mail, Internet, or telephone application",6,,,,,,,,,Female,2,Male,1,191,Freddie Mac (FHLMC),3,,,,,,,,Not a HOEPA loan,2,Secured by a first lien,1,,,,7318,80.44999695,73700,77.36000061,981,108,
2017,852218,Consumer Financial Protection Bureau,CFPB,9,Conventional,1,One-to-four family dwelling (other than manufactured housing),1,Home purchase,1,Owner-occupied as a principal dwelling,1,284,Not applicable,3,Loan originated,1,"New York, Jersey City, White Plains - NY, NJ",35614,New York,NY,36,Queens County,81,283,Not Hispanic or Latino,2,Not Hispanic or Latino,2,White,5,,,,,,,,,White,5,,,,,,,,,Female,2,Male,1,130,Fannie Mae (FNMA),1,,,,,,,,Not a HOEPA loan,2,Secured by a first lien,1,,,,7318,80.44999695,73700,77.36000061,981,108,
2017,852218,Consumer Financial Protection Bureau,CFPB,9,Conventional,1,Multifamily dwelling,3,Home purchase,1,Not applicable,3,4200,Not applicable,3,Loan originated,1,"New York, Jersey City, White Plains - NY, NJ",35614,New York,NY,36,Bronx County,5,421,Not applicable,4,No co-applicant,5,Not applicable,7,,,,,,,,,No co-applicant,8,,,,,,,,,Not applicable,4,No co-applicant,5,,Loan was not originated or was not sold in calendar year covered by register,0,,,,,,,,Not a HOEPA loan,2,Secured by a first lien,1,,,,5654,91.86000061,73700,52.31999969,56,81,
2017,852218,Consumer Financial Protection Bureau,CFPB,9,Conventional,1,One-to-four family dwelling (other than manufactured housing),1,Home purchase,1,Owner-occupied as a principal dwelling,1,277,Not applicable,3,Loan originated,1,"New York, Jersey City, White Plains - NY, NJ",35614,New York,NY,36,New York County,61,134,Not Hispanic or Latino,2,No co-applicant,5,Asian,2,,,,,,,,,No co-applicant,8,,,,,,,,,Female,2,No co-applicant,5,93,Loan was not originated or was not sold in calendar year covered by register,0,,,,,,,,Not a HOEPA loan,2,Secured by a first lien,1,,,,11688,20.13999939,73700,248.6100006,2417,588,
2017,57-1175755,Department of Housing and Urban Development,HUD,7,Conventional,1,One-to-four family dwelling (other than manufactured housing),1,Home purchase,1,Owner-occupied as a principal dwelling,1,130,Preapproval was not requested,2,Loan originated,1,"New York, Jersey City, White Plains - NY, NJ",35614,New York,NY,36,Queens County,81,283,Not Hispanic or Latino,2,No co-applicant,5,White,5,,,,,,,,,No co-applicant,8,,,,,,,,,Male,1,No co-applicant,5,153,"Commercial bank, savings bank or savings association",6,,,,,,,,Not a HOEPA loan,2,Secured by a first lien,1,,,,7318,80.44999695,73700,77.36000061,981,108,
2017,20-1193192,Department of Housing and Urban Development,HUD,7,Conventional,1,Multifamily dwelling,3,Home purchase,1,Not owner-occupied as a principal dwelling,2,456,Not applicable,3,Loan originated,1,"New York, Jersey City, White Plains - NY, NJ",35614,New York,NY,36,Kings County,47,908,"Information not provided by applicant in mail, Internet, or telephone application",3,No co-applicant,5,"Information not provided by applicant in mail, Internet, or telephone application",6,,,,,,,,,No co-applicant,8,,,,,,,,,Male,1,No co-applicant,5,,Other type of purchaser,9,,,,,,,3.26,Not a HOEPA loan,2,Secured by a first lien,1,,,,5679,98.55999756,73700,25.23999977,0,148,
2017,451965,Consumer Financial Protection Bureau,CFPB,9,Conventional,1,One-to-four family dwelling (other than manufactured housing),1,Home purchase,1,Owner-occupied as a principal dwelling,1,495,Not applicable,3,Loan originated,1,"New York, Jersey City, White Plains - NY, NJ",35614,New York,NY,36,New York County,61,104,Not Hispanic or Latino,2,Not Hispanic or Latino,2,Asian,2,,,,,,,,,Asian,2,,,,,,,,,Female,2,Female,2,165,Loan was not originated or was not sold in calendar year covered by register,0,,,,,,,,Not a HOEPA loan,2,Secured by a first lien,1,,,,982,27.19000053,73700,208.5599976,280,38,
2017,476810,Consumer Financial Protection Bureau,CFPB,9,Conventional,1,One-to-four family dwelling (other than manufactured housing),1,Home purchase,1,Owner-occupied as a principal dwelling,1,338,Preapproval was requested,1,Loan originated,1,"New York, Jersey City, White Plains - NY, NJ",35614,New York,NY,36,Queens County,81,283,Not Hispanic or Latino,2,Not Hispanic or Latino,2,Asian,2,,,,,,,,,Asian,2,,,,,,,,,Female,2,Male,1,110,Affiliate institution,8,,,,,,,,Not a HOEPA loan,2,Secured by a first lien,1,,,,7318,80.44999695,73700,77.36000061,981,108,
